,rowNum,ID,actrorID,cdateTime,followerCount,statusesCount,tweetType,body,countryregion,Longitude,Latitude,relevant
3946,10167889,644532821332111360,1469792372,2015-09-17 15:26:14.000,2517,5535,tweet,A delivery truck from Napa bakery is making the rounds offering free baked goods to firefighters and evacuees alike http t co y6kmgafrGD,California,-122.604129,38.568581,1
3947,10218762,644542536963395584,76133717,2015-09-17 16:04:50.000,3019,19959,tweet,CalPERS board chair RFeckner started our meeting thanking those firefighters fighting the CAWildfires THANK YOU,None,-121.576613,38.43792,1
3948,10251803,644548650870308864,25138488,2015-09-17 16:29:08.000,179,67,tweet,CAL_FIRE I would like to do something to help you firefighters who are putting your lives on the line for us Tell me what you need,California,-121.919174,39.676071,1
3952,10741066,644639160288985088,39803371,2015-09-17 22:28:47.000,828,593,tweet,ValleyFire victims still banned from going home but some managed to put up thank you firefighters signs http t co IKXg23XnsS,None,-122.57918400000001,38.775887,1
3953,11487216,644738448658575360,252655015,2015-09-18 05:03:19.000,84,606,tweet,How we thank our firefighters ButteFire https t co broEjusPN4,California,-124.482003,32.528832,1
3955,11572388,644760037781454848,55218049,2015-09-18 06:29:06.000,5649,239722,tweet,Residents In Inland Empire Hold Rally In Support Of Police Firefighters EASTVALE http t co EqYk0bBUCv http t co ifCk640z0J,California,-118.66840400000001,33.704538,0
3956,11848601,644881262092484609,1469792372,2015-09-18 14:30:48.000,2519,5539,tweet,Calistoga coffee shop offering words of support for ValleyFire evacuees and firefighters http t co yYJYUu97JY,California,-122.604129,38.568581,1
3958,12392807,644982826211782656,818717916,2015-09-18 21:14:23.000,798,49115,tweet,ValleyFire A lot of active interior burning last night and today A lot of Work for Firefighters still,,-124.482003,32.528832,1
3964,2272823,642943179180797952,1850193908,2015-09-13 06:09:33.000,383,4491,tweet,it s extinguished,None,-121.82372600000001,37.636529700000004,0
3965,3562993,643218028059095040,883211730,2015-09-14 00:21:42.000,3934,3377,tweet,Another Burn extinguished and we sail back into the default world new relationships forged old https t co YJCeNYhFhk,California,-120.00573999999999,35.002086,0
3974,448223,642573187591487488,3354531678,2015-09-12 05:39:21.000,188,443,tweet,RealLaurieDhue lt hey Laurie miss you not being on the blaze what have you been up to lately,Idaho,-117.24302800000001,41.987982,0
3975,465820,642577251305918464,2924784960,2015-09-12 05:55:29.000,60,298,tweet,Free pizza courtesy of blazepizza 911 Blaze Pizza Fresno https t co OK6SLJyiRY,California,-119.93256799999999,36.648905,0
3976,580928,642622569988796416,64448241,2015-09-12 08:55:34.000,578,54297,quote,Go to blaze pizza and say hi please thank you the pizzas really good it won t disappoint https t co xLt9HfA4bz,None,-117.523867,33.85216,0
3979,983477,642749487396425728,451022613,2015-09-12 17:19:54.000,643,10437,tweet,Gonna blaze out my sister,California,-120.507681,34.619205,0
3981,1320006,642800978245226497,1086841794,2015-09-12 20:44:30.000,761,27648,tweet,Blaze is the best pizza place It s decided,None,-115.384091,36.129459000000004,0
3983,1418294,642817446567501824,1049549468,2015-09-12 21:49:56.000,76,2725,tweet,someone come to blaze,None,-121.38500900000001,38.716060999999996,0
3984,1580932,642842783271682048,2975164706,2015-09-12 23:30:37.000,232,9769,tweet,Blaze it yo,None,-118.201978,33.955099,0
3986,1718500,642862766190030849,2989443103,2015-09-13 00:50:01.000,39,102,tweet,When you re tryin to blaze up with friends but your moms wants to have dinner first,None,-118.66840400000001,33.704538,0
3987,1809179,642875123205210112,895879717,2015-09-13 01:39:08.000,559,27005,tweet,My sister and I were supposed to go to blaze and then see the visit but Allen made us do chores,None,-117.523867,33.85216,0
3988,1938090,642891764232159232,2543804053,2015-09-13 02:45:15.000,817,21423,tweet,truu_hypeee havent had blaze yet so,None,-121.82372600000001,37.636529700000004,0
3991,2327759,642958224384090112,3306598424,2015-09-13 07:09:20.000,35,133,tweet,Today is the second time we rolled up to blaze and we heard people fucking,None,-118.1513925,33.865643,0
3996,3452684,643202629057691648,2153345699,2015-09-13 23:20:31.000,729,23546,tweet,420 blaze that shi,None,-119.172179,35.25582100000001,0
3997,3453206,643202688415498240,611479154,2015-09-13 23:20:45.000,542,6976,tweet,Blaze it,None,-118.937453,34.388166,0
4000,3526737,643213078885085184,1647364608,2015-09-14 00:02:02.000,214,9643,tweet,jess_t0rres blaze it foooooo,None,-118.08898500000001,33.960119,0
4003,3781093,643240473906257920,126502907,2015-09-14 01:50:54.000,166,1139,tweet,Checking this place out It s busy TracyCA blazepizza orderonline Blaze Fast Fired Pizza Tracy Ca https t co deDrlBo7Cr,California,-121.520904,37.672745899999995,0
4004,3788437,643240944867876864,126502907,2015-09-14 01:52:46.000,166,1140,tweet,I m at Blaze Pizza in Tracy CA https t co iKS45x7w7r http t co hrcrbxHrAy,California,-121.520904,37.672745899999995,0
4005,3811985,643243258206773248,1227809946,2015-09-14 02:01:58.000,374,56211,tweet,Blaze,None,-118.017789,33.788913,0
4007,4019367,643263402622652417,454322181,2015-09-14 03:22:01.000,774,60300,tweet,4 20 Blaze it,None,-121.32680800000001,37.787451000000004,0
4010,4230494,643284301186924545,1977331038,2015-09-14 04:45:03.000,474,18008,tweet,Can it be dec 17 so I can 4 20 blaze it fu,None,-117.551185,33.955517,0
4011,4247639,643287073831563264,421688232,2015-09-14 04:56:04.000,287,20101,tweet,I want blaze pizza so bad it s not even funny,Nevada,-119.953849,39.350749,0
4012,4260712,643289307659132928,1271147118,2015-09-14 05:04:57.000,714,7138,tweet,I m sad my Blaze coupons are gone,None,-118.00529099999999,33.917363,0
4015,4343806,643307355174637568,62443581,2015-09-14 06:16:40.000,688,50870,tweet,Praise it or blaze it,,-118.66840400000001,33.704538,0
4016,4377101,643318387603451904,1447514935,2015-09-14 07:00:30.000,782,16917,tweet,Blaze,None,-118.192945,34.008016999999995,0
4017,4382986,643320877967241216,248518041,2015-09-14 07:10:24.000,3130,21604,tweet,Did my last minute nightly gym trip Now Let s blaze one before bed http t co iSAIfdvcGs,California,-118.39590420000002,34.075963,0
4021,4465063,643383948123312130,25150126,2015-09-14 11:21:01.000,491,24989,tweet,420 blaze it,None,-118.398812,33.97652,0
4022,4531388,643409033190178816,95785243,2015-09-14 13:00:42.000,339,7688,tweet,Last night I stayed up FOUR hours past my bedtime to see Social Distortion Show rocked but I m sure I will go down in a blaze of glory 11,None,-117.944051,33.691774,0
4024,4955941,643496239418445826,521969466,2015-09-14 18:47:13.000,418,6858,tweet,Blaze it,None,-118.017789,33.788913,0
4027,5084012,643520228664717314,2326631202,2015-09-14 20:22:33.000,7094,126350,tweet,1 20 blaze it,None,-118.66840400000001,33.704538,0
4028,5084161,643520252681318404,19031057,2015-09-14 20:22:38.000,70003,65193,tweet,ValleyFire MAP Devastating blaze destroys 100s homes View pics video in interactive map http t co hhUNnWylvZ http t co 9KJfRLTImm,California,-122.514926,37.708075,1
4030,5225822,643545658499055616,784355468,2015-09-14 22:03:36.000,238,6541,tweet,Brian_GoesHard just blaze her out,California,-118.073101,34.040871,0
4033,5317419,643560770525986816,574213528,2015-09-14 23:03:39.000,152,984,tweet,Grandma whispers in my ear What I hear Aye we can blaze later What she actually said I can pick up blaze later,None,-118.037975,33.873395,0
4036,5346941,643565084992671744,2181121681,2015-09-14 23:20:47.000,292,1658,tweet,4 20 blaze it,None,-117.523867,33.85216,0
4039,5417180,643574672022335489,1199412830,2015-09-14 23:58:53.000,150,13408,tweet,Blaze pizza got me sooooooo full,None,-118.1651189,34.059979999999996,0
4041,5610666,643595680167018496,1939792968,2015-09-15 01:22:22.000,353,27570,tweet,I miss my boy Mikey but I still catch him skating and we ll blaze so im chilling,None,-118.08261499999999,33.6289907,0
4045,6041270,643638146555482113,1105066098,2015-09-15 04:11:07.000,375,12259,tweet,Happy birthday kaylaarocha don t blaze to much,None,-119.4699,36.575137,0
4046,6185049,643660903066406912,182237229,2015-09-15 05:41:32.000,513,35423,tweet,I ve never smoked weed in my life but I m always saying blaze it lol,None,-118.66840400000001,33.704538,0
4047,6208785,643666906243710976,1406885347,2015-09-15 06:05:23.000,195,1785,tweet,When you thought you won so you blaze it with yo mama http t co 82g7EEuFqJ,None,-118.39408619999999,33.780441100000004,0
4049,6251416,643681994027626496,2526472240,2015-09-15 07:05:21.000,107,1765,tweet,Gotti_Gabe kidjcasper I got some rn blaze it haha,None,-116.21654860000001,33.653032,0
4050,6541056,643803608845148160,319971801,2015-09-15 15:08:36.000,757,31561,tweet,I need to blaze this morning exspecially after lastnight those people always make excuses of why they can t keep the store clean,California,-121.584282,38.516197,0
4054,6670755,643828980466868224,2372879832,2015-09-15 16:49:25.000,516,2533,tweet,oh it s 6 20 blaze it,California,-117.184394,33.447540999999994,0
4055,6701469,643837048642666497,1132912512,2015-09-15 17:21:28.000,72,1049,tweet,AlyssaIcasiano blaze it,California,-117.146102,33.057781899999995,0
4056,6706971,643838103824658432,298337116,2015-09-15 17:25:40.000,178,13776,tweet,Someone s smoking weed around my job site and now I just wanna blaze,None,-124.482003,32.528832,0
4057,6720666,643840654838267905,15324680,2015-09-15 17:35:48.000,623,34603,tweet,Had some delicious pizza last night with my Eli Blaze Pizza https t co RIMQ73cbj8,California,-117.6110675,33.9251972,0
4059,6763527,643848554973372416,378922419,2015-09-15 18:07:12.000,118,2291,tweet,Free Blaze pizza with a Chapman ID card Yes please,None,-117.8529542684555,33.78740915194308,0
4060,6778602,643851448204308481,484261547,2015-09-15 18:18:42.000,347,10328,tweet,ArthurGee_ blaze me out,California,-118.037975,33.873395,0
4062,7028104,643897876037308416,1705677122,2015-09-15 21:23:11.000,7679,53410,tweet,Blaze,None,-118.66840400000001,33.704538,0
4066,7229011,643932930541096960,978969698,2015-09-15 23:42:28.000,319,4276,tweet,Netflix amp Blaze,California,-117.83466299999999,34.0182828,0
4069,7505359,643968542191300609,27481388,2015-09-16 02:03:59.000,325,4008,tweet,Can t get enough of that LA pizza blaze glendalegalleria LA Glendale Galleria https t co GKdzZkk12F,England,-124.482003,32.528832,0
4070,7619411,643981624166617089,3237570576,2015-09-16 02:55:58.000,227,2691,quote,Dick 420 blaze it foo your not even down for a shuffle battle https t co DqqPNW9NzA,California,-118.03816599999999,34.025797999999995,0
4072,7640170,643984030900183040,2553422935,2015-09-16 03:05:32.000,1049,102740,quote,Ghostface killah Jay Electronica Jeezy produced by just blaze https t co Jy6SDGpHwo,California,-122.34266000000001,37.699279,0
4073,7644401,643984538230587392,2553422935,2015-09-16 03:07:33.000,1049,102742,tweet,A nap After Jeezy And Ghostface killah With just blaze producing it Boy you on crack https t co LabbqAsi7W,California,-122.34266000000001,37.699279,0
4075,7810755,644006676652122112,978969698,2015-09-16 04:35:31.000,319,4279,tweet,I ll blaze you out if you get me a blunt,California,-117.83466299999999,34.0182828,0
4080,7890358,644021831528112128,1035344184,2015-09-16 05:35:44.000,651,9926,tweet,bff since 3rd grade always coming in clutch with rides when in walking the streets lonely you a real one I gotta blaze you out,None,-118.937453,34.388166,0
4081,7898863,644023883427741696,379570054,2015-09-16 05:43:53.000,360,24443,tweet,Blaze pizza is over rated tbh,None,-122.069956,37.454962,0
4082,7912029,644027196605005824,123791259,2015-09-16 05:57:03.000,553,23098,tweet,Matt Blaze mattblaze is now trending in SF http t co WIrIJYaBIw,California,-122.514926,37.708075,0
4084,7946050,644037783418331140,2939948652,2015-09-16 06:39:07.000,493,12980,tweet,Who wants to blaze,None,-115.384091,36.129459000000004,0
4087,8037759,644106827911704577,48804007,2015-09-16 11:13:29.000,1001,60711,tweet,I have 7 minutes to do a 4 20 blaze it tweet,Nevada,-115.384091,36.129459000000004,0
4088,8040206,644108095099023361,48804007,2015-09-16 11:18:31.000,1001,60713,tweet,I ve done Blaze it Craze it Plays it Glaze it Graze it Filets it Stargaze it Support the gays it And a bunch of other 4 20 tweets,Nevada,-115.384091,36.129459000000004,0
4089,8196823,644155331593924608,134633751,2015-09-16 14:26:13.000,221,718,tweet,i remember my brother was the first to blaze me out,None,-118.14408200000001,33.974263,0
4091,8248793,644166002444341248,893856440,2015-09-16 15:08:37.000,276,14977,tweet,Blaze it foo,California,-117.96731299999999,34.001861,0
4092,8337518,644183036880273408,499850550,2015-09-16 16:16:18.000,175,14389,tweet,brainblist86 SofiaFelix19 blaze wants it http t co LCSz9tZU74,California,-118.201978,33.955099,0
4094,8546989,644221227737878530,139956067,2015-09-16 18:48:04.000,331,42652,tweet,Now Time to blaze it,California,-118.204687,33.979979,0
4095,8758989,644258933356503040,278300263,2015-09-16 21:17:54.000,360,28163,tweet,I m at Blaze Pizza in San Diego CA https t co OD19j9ZuUj,California,-117.28253799999999,32.53962,0
4102,9645807,644361135324467200,311863725,2015-09-17 04:04:00.000,226,1979,tweet,chrisacuna_ we need to blaze and catch up,None,-115.11611599999999,36.107581599999996,0
4103,9685260,644366799333519361,126204925,2015-09-17 04:26:31.000,929,11872,tweet,When the blaze people know you and put extra toppings on your pizza,None,-117.359298,33.060614799999996,0
4104,9706155,644370147977789440,1120320997,2015-09-17 04:39:49.000,291,11384,tweet,DayseeDuran blaze it,None,-117.28826200000002,33.131230699999996,0
4105,9713173,644371327273451520,1328836172,2015-09-17 04:44:30.000,420,13381,tweet,420 blaze it http t co qLkJtS2C49,None,-118.111506,33.8803098,0
4107,9810356,644392171446009856,22992849,2015-09-17 06:07:20.000,1056,10297,tweet,It s perfect blaze down weather,Nevada,-115.15814270000001,35.917792999999996,0
4108,9833721,644399551760064512,124614328,2015-09-17 06:36:40.000,1061,49126,tweet,RissaaAnn blaze it fool,None,-119.4143986,36.26939,0
4110,9857575,644409655934894080,1192174495,2015-09-17 07:16:49.000,183,26453,tweet,sideshowmarcie macaronislutt Hell yeah Great spots on the shore to blaze,None,-117.6110675,33.9251972,0
